dates,Norway,Algeria,Russia,Azerbaijan,Libya,UK net flows,LNG,EU total,Nord Stream,Ukraine Gas Transit,"Yamal (BY,PL)",Turkstream,
01/01/2021,214.2,110.5,432.2,11.4,8.5,-64,127.2,904,170.1,112.3,109.8,21.1,
02/01/2021,216.7,102.4,430.5,11.4,8.5,-68,143.2,912.7,170.6,111.4,109.8,23.9,
03/01/2021,217.2,82.9,436.5,13.1,8.5,-66,145.7,903.9,170.5,114.1,109.8,25.6,
04/01/2021,209.5,68,434,13.1,9,-66,161.8,895.5,170.5,113.4,109.8,21.1,
05/01/2021,208.6,66.6,437.2,14.8,8.5,-72,161.4,897,171.3,113.4,109.8,22.3,
06/01/2021,207.3,64.5,435.1,15.7,7.4,-72,155.7,885.7,170.5,112.7,109.8,23.5,
07/01/2021,198,74.8,438.7,15.8,8.5,-50,166.8,902.7,170.4,112,110,24.7,
08/01/2021,207.2,99.7,440.2,15.7,8.5,-50,158.9,930.2,170.6,110.6,110,24.8,
09/01/2021,209.4,120.4,439.1,15.6,8.5,-72,121.4,914.4,169.5,111,109.9,24.7,
10/01/2021,211.7,121.7,435.7,15.7,9.6,-75,104.8,899.2,169.2,110,109.7,23.2,
11/01/2021,206,119.2,440.4,15.6,13.3,-64,138.8,933.3,171.1,109.6,109.6,27.4,
12/01/2021,210.8,99.2,442.8,15.7,13.8,-73,156.8,939,170.2,110.4,109.8,28.8,
13/01/2021,212.8,89.2,445.8,15.7,12.2,-85,161,936.6,169.9,109.1,109.8,29.8,
14/01/2021,214.4,88.6,450.4,15.7,10.6,-85,147.6,927.2,170.9,107.8,110.1,30.2,
15/01/2021,198.8,100.6,459.5,15.7,9,-85,151.8,935.4,170.5,108.7,114.5,33.5,
16/01/2021,198.7,109.3,458.5,15.7,5.8,-80,120.9,908.9,170.4,108.2,114.4,35.9,
17/01/2021,210.6,108.3,459.3,15.7,9,-71,113.1,916,170.4,108.6,114.9,36.8,
18/01/2021,212.9,102.6,458.3,15.7,9.5,-71,146.4,945.3,170.3,107,114.9,38.3,
19/01/2021,213.1,98.2,455.8,15.7,7.9,-60,135.4,926.2,170.3,106.4,114.8,37.6,
20/01/2021,220,99.1,450.7,15.7,7.9,-46,122.6,916.1,171,106.7,114.7,35.8,
21/01/2021,213.1,91.2,451.2,15.7,7.9,-60,119,898.2,170.2,106,114.6,35.3,
22/01/2021,215.1,87.5,446.7,15.7,9,-66,99.3,873.3,170.2,105.3,114.6,31.6,
23/01/2021,213.1,100.3,439,15.8,7.9,-65,78.1,854.2,171,104.2,114.5,29.4,
24/01/2021,174.8,105.6,439.1,15.7,7.9,-65,79,822.1,170.4,105.6,114.5,27.6,
25/01/2021,198.2,106.7,446.4,15.8,11.6,-65,100.7,879.5,170.2,107.3,114.8,30,
26/01/2021,208.3,114.5,451.8,15.9,11.6,-66,111,913.1,170.5,109.8,114.9,31.5,
27/01/2021,209.9,117.2,455.3,15.6,8.5,-63,122.3,928.7,171,111.9,114.9,32.2,
28/01/2021,213.2,117.9,453.4,15.6,8.5,-38,107.8,916.5,170.5,108.2,114.9,32.2,
29/01/2021,216.7,119.8,452.7,15.6,8.5,-54,97.1,910.4,170.8,107.2,114.9,31.6,
30/01/2021,217.4,118.3,448.5,15.4,8.5,-64,84.3,892.4,170.9,107.5,114.9,30.1,
31/01/2021,217.3,117.7,447.9,15.3,8.5,-60,88.7,895.4,170.7,108.6,114.5,29.4,
01/02/2021,211.8,117.8,449.3,15.7,9.1,-39,118.3,921.9,170.5,112.5,110,31.9,
02/02/2021,211.1,117.7,449.9,14.4,11.8,-23,119.5,924.4,169.9,111.4,110.3,31.8,
03/02/2021,211.7,117.8,452.8,15.8,11.7,-21,114.7,924.5,170.2,114.1,114.9,31.6,
04/02/2021,220.8,117.8,457.9,15.9,11.2,-19,118.5,942.1,171.6,117.8,114.9,28.7,
05/02/2021,225.8,117.6,458.7,15.9,12.2,-20,127,957.2,173.3,115.9,114.9,28.6,
06/02/2021,225.9,116.7,459.7,13.2,10.1,-17,118.8,944.3,172.4,118.1,115,27.2,
07/02/2021,229.7,117.3,453.9,15,9.6,-23,111.6,936.9,171,118.1,115.1,25.9,
08/02/2021,220.6,117.6,451,15.8,11.2,-35,139.4,955.5,170.5,119,115.2,26.6,
09/02/2021,207.3,116.8,451,15.8,12.8,-47,153.1,956.9,170.9,117.7,115.7,26.8,
10/02/2021,210.8,118.3,452.7,15.8,12.8,-39,171.1,981.5,170.2,113.4,115.5,28.7,
11/02/2021,225.8,118.1,462.7,15.9,11.2,-19,191.1,1024.7,170.5,121,115.5,30.7,
12/02/2021,240.6,117.8,461.3,15.9,11.2,-22,204.3,1051.1,170.6,118.5,115.2,33.2,
13/02/2021,232,117.1,454.6,15.9,9.6,-18,163.5,992.7,170.6,118.6,110.1,34.3,
14/02/2021,221,116.2,450.8,11.3,9.6,-20,161.4,970.3,169.9,117.2,110,34,
15/02/2021,243.5,118.2,453.8,16.5,13.3,-6,166.8,1012.1,170.4,117.7,110,34.9,
16/02/2021,240,118.6,448.8,17.6,8.5,14,187.6,1021.1,170.1,115.8,110,35.1,
17/02/2021,239.9,117.1,429.7,18,10.1,15,190.9,1005.8,170.3,91.1,109.6,36.9,
18/02/2021,244.1,117.2,406.8,15.6,8,11,203.7,995.4,170.7,82.5,96.3,35.8,
19/02/2021,233.6,117.7,396.3,14.6,10.1,1,187.1,959.4,169.8,81.3,96.4,35.4,
20/02/2021,229.5,116.7,363.6,15.2,5.9,-14,154,884.9,170,61.2,87.1,31,
21/02/2021,230.3,116.5,371.1,14.7,9,-14,158.7,900.3,171.1,71.4,85.5,29.9,
22/02/2021,232.2,118.1,368.1,12.9,11.7,-9,210.4,953.6,170.3,64.2,86.1,32.6,
23/02/2021,214.7,115.1,365.6,11.7,12.2,11,195.1,914.3,170.6,63.5,86.4,31.7,
24/02/2021,224.1,116.7,368.1,13.6,11.8,15,171.6,906,170.5,65.3,91,30.8,
25/02/2021,224.3,117.4,371.9,9.4,10.7,14,181.8,915.6,171,69.2,90.8,28,
26/02/2021,229.9,117.7,385.9,11.7,10.6,13,176.4,932.4,170.2,77.8,93.8,28.8,
27/02/2021,230.6,115.5,416.9,14,10.7,1,179.8,967.4,170.7,103.3,101.8,26.2,
28/02/2021,231.3,115.5,417.5,14,10.6,-3,174,962.8,170.1,103.2,104.2,25.9,
01/03/2021,233,118.7,427.6,13.7,11.2,2,230.9,1035,170.6,106.6,100.6,34.1,
02/03/2021,225.2,115.8,440.1,14.9,9.6,-1,249.4,1055,170.7,109.4,109.8,34.6,
03/03/2021,218.8,118.7,443.7,14.9,11.2,-2,229.6,1037,170.3,113.9,109.8,33.6,
04/03/2021,200.7,118.9,446.8,14.9,10.7,-4,233.5,1025.4,170.4,114.1,109.9,34.2,
05/03/2021,202.2,118.2,449,14.8,12.3,-6,239,1035.5,170.4,114.9,109.9,34,
06/03/2021,203.6,116.5,448.5,14.8,11.2,-27,236.4,1031.1,170.5,117.7,109.9,33.1,
07/03/2021,135.6,115.6,448.4,14.8,11.2,-10,239.1,964.8,170,117.8,109.9,32.6,
08/03/2021,205,121,452.6,13.7,11.8,-12,283.6,1087.7,170.7,118.3,109.9,32.1,
09/03/2021,220.5,121,452.5,13.8,13.9,-5,286.8,1108.5,170.4,118.3,109.8,32.7,
10/03/2021,235.5,119.2,424.1,14.7,12.8,-4,293.5,1099.7,170,101.7,100.5,32.8,
11/03/2021,235.2,118.3,419.5,14.9,11.8,-6,285,1084.6,170.7,97.2,100.4,36.5,
12/03/2021,238,118.5,438,14.3,10.1,-3,271.8,1090.7,170.4,112.1,106.1,37.4,
13/03/2021,244.3,118.2,443.9,14.7,8.5,-5,197.7,1022.2,169.7,118.1,109.6,32.7,
14/03/2021,247.1,117.9,442,14,10.7,-2,201.7,1031.5,170.6,118.5,109.7,29.2,
15/03/2021,248.5,117.7,447.7,13.5,10.6,7,251.5,1096,170.3,118.9,109.7,33.1,
16/03/2021,247.3,118.4,451.5,13,9.6,18,263.2,1121,170.5,120.7,110.1,34.7,
17/03/2021,239.9,118.9,454.3,14.6,10.1,17,281.5,1136.5,170.1,120.5,110.1,35.9,
18/03/2021,241.5,119.2,456,14.6,10.6,16,295.5,1152.9,171,120.2,110.1,36.3,
19/03/2021,241.7,119.1,454.2,14.6,11.7,14,300.3,1156,169.8,120.8,110.1,37.3,
20/03/2021,237.8,118.5,451.9,14.6,9.6,17,287.7,1136.8,170.3,120.5,110.1,36.8,
21/03/2021,225.9,118.1,451.9,14.5,10.1,16,292.9,1129.8,170.5,120.8,110.1,35.7,
22/03/2021,242.3,121,459.4,14.9,12.8,19,302.7,1171.6,171.6,119.3,110.1,38.6,
23/03/2021,254,118.5,460.4,14.9,12.3,16,310.5,1186.7,173.1,120.6,110.1,38.7,
24/03/2021,256.6,117.8,459.4,14.9,9.6,16,300.3,1174.9,172.5,121.2,110.1,40.3,
25/03/2021,257,119,461.8,14.8,10.1,16,291.5,1170.4,172.5,121.5,110.1,40.8,
26/03/2021,245.4,119,463.7,13.8,11.7,10,293,1156.5,172.5,121.8,110.1,39,
27/03/2021,233.1,118.1,438.7,13.5,9.6,2,229.5,1044,165.4,117.5,105.5,30.9,
28/03/2021,228.2,118.5,451,13.5,10.1,0,225.9,1047.3,172.5,117.2,109.7,30.8,
29/03/2021,228.3,118.6,452.4,13.5,11.7,2,264.4,1090.9,172.6,118.7,109.8,29.4,
30/03/2021,251.3,118.7,453,13.5,10.1,4,256.3,1107.2,172.7,119.2,109.7,30.9,
31/03/2021,254.8,112.6,448.8,13.5,6.4,7,256.6,1100.2,172.9,116.1,109.7,30.8,
01/04/2021,240.1,100.6,448.1,14.7,4.3,17,287.6,1112.5,170.9,116.9,109.9,30.6,
02/04/2021,245.9,101,447.5,15.8,4.3,18,286.6,1118.5,170.6,117,110,31,
03/04/2021,248.6,98.7,445.3,17.8,4.3,18,274.5,1106.9,170.5,116.5,110,30.3,
04/04/2021,255.8,99,444.1,16.9,4.3,13,283.9,1116.5,170.5,116.9,109.9,29.9,
05/04/2021,256,104.2,447.3,16.9,4.3,14,297.1,1139.6,170.5,117.5,110,32.9,
06/04/2021,249.8,99.6,449.5,16.9,4.3,18,301.3,1139.1,168.8,120.5,110,33.6,
07/04/2021,235.4,92.8,453,17,4.3,10,320.2,1132.2,172,117.3,110,35,
08/04/2021,240.5,100.9,453.5,17.3,4.3,17,316.3,1149.4,170.5,119.2,110.1,34.7,
09/04/2021,208.5,113.2,414.1,17.3,5.3,19,313,1090.9,172.7,116.9,70.8,34.7,
10/04/2021,218.5,105.4,418.2,17.2,5.3,18,285,1067.4,172.1,116.7,79,32.2,
11/04/2021,217.2,104.4,414.9,16.7,5.3,18,257,1033.3,173.5,116.3,79.1,30.1,
12/04/2021,215.8,109.4,411.7,16.7,5.3,8,271.9,1039.1,171.7,115.7,78.9,31.4,
13/04/2021,195.8,111.1,428.7,17.2,3.2,10,298.6,1064.2,173.1,118.3,90.9,31.7,
14/04/2021,217,110.6,449.1,17.3,3.2,12,308.1,1117.5,169.2,122.3,110,32.1,
15/04/2021,212.7,117,451.6,17.3,6.4,14,284.1,1103.2,166.7,122.1,109.9,33.5,
16/04/2021,216.8,110.4,453.2,17.5,11.7,12,292.1,1114.1,168.2,122.6,109.9,33.9,
17/04/2021,225.7,108.6,446.8,24,13.8,10,259.5,1088.2,170.4,117.7,109.9,33.6,
18/04/2021,227.9,108.9,447.9,24.6,11.2,15,263.8,1099.3,170.5,118.4,109.8,33.4,
19/04/2021,230.6,115.4,454.6,24.5,13.3,17,308.8,1164.1,170.9,123.1,109.8,33.7,
20/04/2021,227.5,110.5,449.1,25.2,0.6,17,314.7,1144.3,172.4,117.5,109.8,33.5,
21/04/2021,238.6,112.5,442.1,26.5,15,16,282,1132.5,170.2,117,109.9,32.2,
22/04/2021,238.7,113,443.1,24.8,14.9,15,312.9,1162.7,170.6,117,110,33.9,
23/04/2021,234.5,112.1,450.1,24.9,10.6,15,275,1122,170.5,117.6,109.9,34.5,
24/04/2021,234.3,108.6,453.9,24.4,12.8,13,270.7,1117.6,170.7,117.5,109.9,33.1,
25/04/2021,229.5,109.9,454.2,23.1,11.7,13,262.6,1103.4,170.4,117.6,110,31.9,
26/04/2021,230.2,112.6,456.1,26.9,12.8,15,289.5,1142.7,169.7,117.8,110,32.4,
27/04/2021,243.1,113.4,457.6,26.8,12.8,14,264.5,1132.2,171,117.1,110,33.5,
28/04/2021,235.1,113.1,454,27.5,10.6,17,258.5,1115.7,170.3,115.9,110,32.8,
29/04/2021,216.2,111.5,456.5,27.5,13.7,18,278.1,1121.1,171.1,117.6,109.9,32.7,
30/04/2021,181.8,111.4,449.2,27.8,15,14,267.7,1066.4,170.4,116.1,109.9,29,
01/05/2021,215.3,111.4,446,28.3,11.6,5,227.2,1044.3,170.5,121.8,110.1,26.6,
02/05/2021,217,110.5,447.3,28.3,8.5,8,227.6,1046.8,170.5,121.7,110.1,25.9,
03/05/2021,215.8,112.3,449.2,28.2,14.9,6,237.7,1064.3,170.6,121.5,110.2,26.5,
04/05/2021,205.1,112.2,447.8,28.4,13.2,1,245.3,1052.9,170.5,122.1,110.1,25.8,
05/05/2021,180.8,111.6,452.8,29.4,0,-10,232.9,997.8,170.5,121.6,110.1,28.8,
06/05/2021,175,112,459.4,29.3,15,2,239.1,1031.9,170.4,122.4,110.1,31,
07/05/2021,196,111.8,460.6,30.2,12.8,3,247.5,1062,170,122.9,110.1,30.8,
08/05/2021,222.7,110.3,459.3,30.2,9.5,4,239.8,1075.9,171.1,121.7,110.1,32.5,
09/05/2021,232,111,451.2,30.4,9.5,9,226.7,1069.8,170.5,121.3,110,27.3,
10/05/2021,244.7,111.3,456.8,29.5,10.6,12,241.8,1107,170.5,121.1,109.9,34.2,
11/05/2021,242.9,112.4,457.7,29.1,10.6,12,239.5,1103.7,170.5,121.2,109.9,35.3,
12/05/2021,244.3,113.4,459.7,29.2,9.5,15,232.4,1103.7,170.5,121.2,109.9,35.7,
13/05/2021,239,113.6,460.6,29.3,10.1,14,236.9,1103.5,170.1,121.6,110,35.4,
14/05/2021,220.4,114,451.4,28.6,12.7,15,265.3,1107.4,170.9,121.6,109.9,28.2,
15/05/2021,193.3,114.1,449.6,25.8,13.2,14,259.8,1070,170.4,121.5,109.9,28.3,
16/05/2021,198.5,114,449.3,15.1,14.3,14,250,1054.7,170.4,121.6,110,28.7,
17/05/2021,192.6,111.5,451.1,0,15,17,272.9,1060.4,170.3,121.8,110.1,28.7,
18/05/2021,198.4,111.2,452.7,0,12.3,17,232.6,1024.4,170.5,122.1,110.2,28,
19/05/2021,202.4,110.3,452.7,0,0,14,295.9,1075.5,170.3,121.8,110.2,28.1,
20/05/2021,211.2,110.7,454.6,0,13.4,13,281.5,1084,170.6,122.2,110,28.5,
21/05/2021,204.7,110.2,457.1,0,12.2,12,274.7,1071.1,170.6,121.9,110,30.9,
22/05/2021,185.6,110.9,458.3,16.7,11.1,10,257,1049.5,170.3,122,110,34.7,
23/05/2021,201.9,111.3,457.6,18.8,11.1,11,243.1,1054.8,170.3,121.9,109.9,32.3,
24/05/2021,202.2,111.4,459.5,18.3,12.7,11,237.1,1052.4,170.5,122.2,109.9,32.5,
25/05/2021,193.1,111.3,464,18.4,10.1,14,239.9,1050.9,170.5,122.3,110,36.2,
26/05/2021,185,111.6,464.6,22.6,8.5,12,240.6,1045.1,170.4,122,110,36.7,
27/05/2021,194.1,111.9,464.3,25.2,9.6,14,237.8,1056.5,170.4,122,110.2,36.6,
28/05/2021,204.7,111.5,462.9,22,9.5,16,229.2,1055.8,170.6,121.9,110.1,36,
29/05/2021,217.7,112,461.4,24.5,9.5,14,205,1044.2,170,122,110,34.1,
30/05/2021,217.9,111.5,461.4,24.5,9.5,13,201,1038.4,170.3,122,110,33.2,
31/05/2021,220.1,113.1,465.5,24.5,10.6,13,223.7,1070.1,170.7,122.3,110,34.5,
01/06/2021,217.9,106.6,459.5,25.8,8.5,14,254.6,1087,170.7,122.2,109.7,33.1,
02/06/2021,213.4,106.4,451.1,24.7,8.5,14,252,1070.4,170.5,122,109.7,33.8,
03/06/2021,215.1,107.5,452.9,25.2,10.6,13,266,1090,170.3,121.9,109.6,34.4,
04/06/2021,220.4,106.7,450.6,24.9,10.6,16,261.3,1090.2,170.7,121.9,109.7,35.7,
05/06/2021,220.8,107,442.9,24.9,9.6,17,217.8,1039.7,170.4,119.9,109.7,33.6,
06/06/2021,221.9,106.7,441.2,24.9,9.6,18,224.3,1046.8,169.6,120,109.8,32.5,
07/06/2021,209.3,106.1,435.7,27.6,10.6,16,245,1050.7,169.2,120.2,98.4,36.8,
08/06/2021,208.5,106.1,423.8,25.3,12.3,27,239.1,1041.9,169.2,120.4,96.2,28.9,
09/06/2021,104.4,106.8,427.7,25.4,0,26,244.8,935.1,169.3,120.7,95.8,29.2,
10/06/2021,159.5,106.5,443.3,24.1,13.9,27,242.8,1016.8,170.5,120.7,102.2,29.2,
11/06/2021,159.9,106.4,450.5,25.1,13,23,234.5,1012.9,170.2,119.5,102.7,35.6,
12/06/2021,212,107.3,447.4,25.2,7.9,14,200.8,1014.8,170.3,119.3,102.8,35.8,
13/06/2021,222.5,107.6,448.1,23.8,7.9,13,193.2,1016.5,170.5,119.1,102.8,35.1,
14/06/2021,224.2,107.1,458.5,26.3,10.6,15,185.3,1026.8,170.8,118.6,109.2,36.7,
15/06/2021,225.6,105.2,457.4,25.8,9.5,21,188.3,1032.9,170.5,118.7,109.6,35.4,
16/06/2021,232.2,98.1,459.4,29.7,7.4,15,171.2,1013.2,170.5,118.8,109.5,37.1,
17/06/2021,200.7,107.6,462.4,27.5,3.2,18,175.5,995.1,170.5,118.8,109.5,39.4,
18/06/2021,236.6,104.4,460.8,27.6,1.6,15,177.7,1023.9,170.4,118.6,109.7,37.9,
19/06/2021,230.2,102.8,456.4,28.2,1.6,13,147.1,979.4,167.7,118.8,109.8,37.9,
20/06/2021,220.2,101.8,455,25.7,1.6,13,130.6,947.5,167.7,119.1,109.8,36.1,
21/06/2021,222.6,103,447.3,27.3,1.6,12,161.9,976,158.6,119,109.8,35.1,
22/06/2021,223.9,103.6,441.1,25.7,0,15,166.4,975.6,153.1,120.1,109.8,35.1,
23/06/2021,231.1,103.1,409.4,25,1.1,15,182.5,966.9,156.3,118.9,109.8,0,
24/06/2021,237.8,102.2,411.7,24.7,1.1,12,178.9,968,157.8,119.1,109.8,0,
25/06/2021,245,102.5,412.7,25.6,2.1,11.6,176.3,975.7,157.9,119.3,109.7,0,
26/06/2021,238.9,103,413.8,27.1,2.1,12.8,152.7,950.3,160.9,118.5,109.7,0,
27/06/2021,250,104.2,415.9,27.8,6.4,10.3,142,956.7,164.6,118.5,109.6,0,
28/06/2021,259.8,102.8,429.9,27.9,10.6,12.5,192.8,1036.4,164.9,118.7,109.7,11.5,
29/06/2021,262.6,101.2,453.7,27.8,9.6,12.4,186,1053.3,164.4,117.9,109.7,36,
30/06/2021,257.2,100.6,453.5,29.4,0,14.3,173.4,1028.3,162.4,117.8,109.8,38.6,
01/07/2021,260.9,98.5,442.5,22.6,0,14.3,175,1013.8,162.8,106.7,109.6,39.4,
02/07/2021,250.6,98.4,441,24.4,2,13.4,178.3,1008,161,106.9,109.6,39.7,
03/07/2021,259.4,97.3,440,25,10.6,13.4,165.6,1011.2,162.7,106.1,109.5,39.2,
04/07/2021,263.6,95.5,439.8,25.5,10.6,11.6,168.6,1015.2,160.9,108.3,109.3,39.6,
05/07/2021,260.7,95.7,435.7,26.7,12.8,18.7,198.8,1049,161.4,107.6,104.9,39.4,
06/07/2021,262.5,95.1,351.7,26.8,14.4,27.9,181,959.3,170.5,109.3,11.8,39.5,
07/07/2021,263.1,93.1,350.4,27.6,11.7,27.5,188,961.4,170.1,108.9,8,39.6,
08/07/2021,263.4,93.8,352,28.5,10.1,29,203.2,980.1,169,107.8,13.9,39.6,
09/07/2021,262,95,400.4,27.8,10.7,24.5,169.1,989.4,162.9,108.2,67.7,39.4,
10/07/2021,261,94.7,431.4,29.7,8,28.1,149.5,1002.5,158.3,108.4,109.5,36.5,
11/07/2021,263.3,95.2,426.1,29.7,8,16.6,145.4,984.3,157.1,108.4,109.7,36.2,
12/07/2021,261.8,95.6,426.8,27.6,8.6,29.9,171.4,1021.5,149.8,108.1,109.9,38.4,
13/07/2021,263.1,94.7,279.2,27.9,9.6,32.1,171.5,878,1.6,108.1,110.2,38.4,
14/07/2021,263.6,95.6,278.8,27.8,11.2,18.8,155.9,851.8,0,108.8,110.4,38.4,
15/07/2021,262.3,97.3,277.3,27.8,9.6,19.9,162.2,856.5,0,107.1,110.4,39.3,
16/07/2021,260.1,97.4,276.3,27.9,11.2,27,151.4,851.3,0,106.8,110.3,38.7,
17/07/2021,259.7,97.9,280.6,27.9,8,25.9,130.3,830.3,0,111.3,110.1,39.3,
18/07/2021,260.3,98.3,277.1,28,8,25.6,125.5,822.7,0,108.4,110.2,36.9,
19/07/2021,260.3,101.1,280.9,27.9,9.1,22.4,173.6,875.3,0,108.6,110.2,39.6,
20/07/2021,261.2,101.9,280,27.9,10.1,25.1,172.6,878.9,0,108.8,110.2,39.5,
21/07/2021,259.9,102.9,280,29.9,10.1,18.1,172.8,873.8,0,108.6,110.1,39.3,
22/07/2021,260.8,101.9,279.8,30,10.1,17.9,178.2,878.5,0,108.5,110.1,38.5,
23/07/2021,258.8,97.9,426.3,29.8,11.1,17.4,176.5,1017.7,148.9,107.8,110,37.5,
24/07/2021,239,95.4,446.6,32.1,7.4,16.2,146.5,983.1,170.3,107.7,109.9,36.2,
25/07/2021,217.4,96.1,444.8,32.2,6.9,14.7,140.1,952.2,170,107.7,109.6,35,
26/07/2021,236.1,97.5,447.2,31.3,10.1,18.3,172.8,1013.4,169.2,107.8,109.8,37,
27/07/2021,239.6,96.2,443,31.3,10.1,15.4,176,1011.6,162.4,108,109.9,37.6,
28/07/2021,231.7,97.1,449.4,32.4,9.5,14.6,177.9,1012.7,169,108,110.2,37.5,
29/07/2021,223,96.2,449.2,32.3,9.5,15.8,190.8,1016.9,170.4,108.1,110.1,38.6,
30/07/2021,212,95.9,446.6,32.3,11.7,12.5,183.6,994.6,166.4,108,109.8,38.2,
31/07/2021,204.2,95.4,412.1,32.3,9.5,13.9,168.2,935.6,168.6,107.8,75.9,37.7,
01/08/2021,212.1,93.2,415.9,32.4,9.5,11.5,146.3,920.9,167.2,107.3,87.9,36,
02/08/2021,216.8,90.4,402.5,30.3,11.1,14.1,162.7,927.9,169.1,107.7,78.4,35.8,
03/08/2021,218,83.5,398.5,30.4,9.5,14.2,175.6,929.8,170.3,108,75,36,
04/08/2021,239.2,81.5,395.7,30.5,9.5,13.1,168.1,937.6,169.7,108.1,75.1,35.9,
05/08/2021,255.6,80.5,382.8,30.5,10.6,11.9,160.8,932.7,170.4,108.2,60.5,36.1,
06/08/2021,255.9,80.7,389.3,30.5,12.7,10.4,161,940.5,170.1,107.3,61.9,36.2,
07/08/2021,258.4,80.5,388.3,28.9,10.1,8.7,126.6,901.5,169.9,106.8,60.5,36.2,
08/08/2021,260.5,85.7,385.5,29,10.1,6.6,126.5,903.8,169.8,106,59,36.2,
09/08/2021,236.9,92.9,392.6,29,6.4,12.5,146.1,916.3,170.5,107.2,60.5,36.1,
10/08/2021,249.3,94.5,391.6,28.9,10.7,13.1,146.5,934.5,170.2,106,61.3,36.2,
11/08/2021,259,92.6,377.9,29.2,10.1,13.3,136.7,918.8,170.1,106.6,46,36.2,
12/08/2021,261.4,85.9,375.1,28.9,10.1,22.5,143.8,927.8,168.9,106.3,45.7,36.1,
13/08/2021,261.9,77.5,373.9,27.4,11.2,26.4,151.5,929.7,166.1,106.1,49.7,36,
14/08/2021,262.2,75.4,374.6,25.6,9,17.1,169.5,933.6,168.1,105.7,47.5,36,
15/08/2021,263.2,74.3,373.2,25.6,9,13.6,124.5,883.5,168.3,105.2,47.1,35,
16/08/2021,263.1,72.3,374.6,27,11.7,25.8,119.8,894.4,168.5,105.7,47,35.4,
17/08/2021,262.6,73.2,389.2,27.1,11.2,29.2,123.6,916.1,167.9,106,62.8,35.4,
18/08/2021,263.5,78.5,390,28.8,11.2,23.4,131.2,926.4,169.1,105,62.2,35.9,
19/08/2021,262.4,78.1,390.6,28.9,10.1,16.1,148.6,934.6,167.5,105.1,63.9,35.9,
20/08/2021,262.6,84.6,391.9,28.8,11.2,13.2,146.4,938.8,171,105.2,60.3,35.9,
21/08/2021,263,86,392.2,28.8,7.4,13.9,124.3,915.7,170.4,104.9,60.1,36,
22/08/2021,263.8,88.2,391,28.9,7.4,12.9,112,904.1,170,104.4,60.7,34,
23/08/2021,263.5,87.3,418.2,28.8,9.6,15.1,120.3,942.9,170.9,105.6,80.6,38.4,
24/08/2021,255.4,80.9,430.8,28.9,9.6,16,165.6,987,170.5,105.1,92.1,38.2,
25/08/2021,261.4,80.8,430.1,31.9,9.1,16.8,173.7,1003.7,170.3,104.8,91.9,40.9,
26/08/2021,262.6,83.7,428.6,31.4,6.9,17,182.7,1012.8,170.8,104.9,92.1,40.6,
27/08/2021,257.2,83.4,429.3,31.3,9.6,16,204,1030.9,170.5,104.6,92,40.7,
28/08/2021,257.5,83.7,428.6,31.3,8,18.1,140,967.2,170,104.1,92.5,40.3,
29/08/2021,257.5,83.5,428.7,32,8,16.3,141.9,968,170.5,104.2,91.9,40.6,
30/08/2021,258.6,85.6,430.3,30.9,10.1,20.6,164,1000,170.5,104.8,91.9,40.6,
31/08/2021,260.8,95.9,429.6,25.7,6.9,21.5,189.7,1030.1,170.6,105.1,91.8,40.5,
01/09/2021,258.8,98.5,380.7,26.8,10.7,14.1,186.1,975.7,170.5,87.8,75.1,33.6,
02/09/2021,251.6,99.2,385.4,26.4,9.6,14.9,184.5,971.7,170.8,88,79,33.3,
03/09/2021,246.3,97.7,381.8,27.3,8.5,14.4,176.1,952.1,170.5,86.7,79.2,31.9,
04/09/2021,238.4,98.8,381.6,27.4,6.4,10.7,158.3,921.6,170.3,86.9,79.4,30.9,
05/09/2021,239.8,99.3,397.5,27.9,5.9,10.2,149.7,930.2,170.3,87.6,95,31,
06/09/2021,239,101.6,361.7,27.3,9.1,13.6,179.9,932.2,170.4,89,60.3,26.4,
07/09/2021,236.2,82,386.9,25.3,9,12.8,184.8,936.9,170.4,88.2,86.9,26.3,
08/09/2021,236.7,80.7,387,21.6,9,13.1,190.2,938.4,170.2,88.1,87.3,26.9,
09/09/2021,251.5,82.6,384.5,20.6,9.1,13.5,218,979.8,170.5,88,86.9,26.9,
10/09/2021,246.5,82,395,20,9.1,16.4,211.3,980.3,170.4,89.4,87.1,34.2,
11/09/2021,250.5,82.1,390.8,20.9,7.5,20.9,160.6,933.2,170.4,88.1,87,33.5,
12/09/2021,248.4,83.3,383.3,20.4,6.4,13.9,148.4,904,170.4,88.4,86.9,26.1,
13/09/2021,207.6,80.5,385.4,21.7,8,39,179.5,921.7,171,90.5,84.2,27,
14/09/2021,208.3,81.3,405.1,24.2,7.4,15,179.1,920.5,170.4,90.1,100.4,29.4,
15/09/2021,204.4,83.1,415.6,28.3,7.5,16.9,183.2,939,170,92.7,101,34.2,
16/09/2021,210.1,80.9,417,27.8,7.5,20.6,176.2,940,170.5,99,97.2,34.2,
17/09/2021,251.8,82.6,419.6,27.3,7.5,13.4,165.7,967.9,170.5,99.8,95.7,34.2,
18/09/2021,248.4,83.3,416.3,27,5.9,12.2,118.2,911.3,170.5,94.2,97.6,34.1,
19/09/2021,250.9,86.3,420.7,27,5.9,11.1,121.3,923.1,170.5,94.2,107.3,34.1,
20/09/2021,245,90.8,415.1,27.2,9.6,14.1,183.2,984.9,170.6,97.2,101.6,34.2,
